Timestamp,URL
10/5/2020 2:36:59,https://docs.google.com/forms/d/1t1I6WZJ5hToksmB-H10s8BNPLvdMYawS04L_Kw_1mvw
10/5/2020 2:41:25,https://www.qwiklabs.com/public_profiles/901b7979-ff7b-48f1-a9c6-486aa4e8631b
10/5/2020 2:56:28,https://www.qwiklabs.com/public_profiles/cc52cc1e-1547-48d9-a8b0-a23f00f22b7c
10/5/2020 3:06:00,https://www.qwiklabs.com/public_profiles/4a45f296-be58-4ff1-9a54-b671dbfed387
10/5/2020 6:31:29,https://google.qwiklabs.com/public_profiles/035b8972-7d51-4809-8d45-bd0b95b11fd3
10/5/2020 7:53:06,https://google.qwiklabs.com/public_profiles/5a6dcb4d-e0a7-4ffa-b559-ff0dd4782075
10/5/2020 8:26:12,https://google.qwiklabs.com/public_profiles/4c78d52f-48bb-4120-8a7b-4b7b4f9f62cd
10/5/2020 8:39:13,https://google.qwiklabs.com/public_profiles/c2b6f0f3-8a91-4395-b0a5-fd054ecdeb09
10/5/2020 8:45:39,https://google.qwiklabs.com/public_profiles/02eb7d6d-eef1-4ac8-95d4-28c8452b032b
10/5/2020 9:02:35,https://google.qwiklabs.com/public_profiles/d5260339-2415-4f0b-b97b-590e6a57a0ee
10/5/2020 9:04:49,https://www.qwiklabs.com/public_profiles/51b5cb87-411e-47ec-b59e-cf16096ed405
10/5/2020 9:47:09,https://www.qwiklabs.com/public_profiles/89f08308-180f-4f2a-bd59-3abf70de31b9
10/5/2020 9:52:59,https://google.qwiklabs.com/public_profiles/9271b1a6-8d56-4728-9aec-13c75c7e9630
10/5/2020 10:06:50,https://www.qwiklabs.com/public_profiles/de986b02-26ec-4b9e-8b74-dbaa17ec2937
10/5/2020 10:13:10,https://www.qwiklabs.com/public_profiles/a15314f2-f989-4db9-a4cc-b9a5de660c61
10/5/2020 10:24:26,https://google.qwiklabs.com/public_profiles/1d1bbd29-acb4-4de7-89c2-1d17b427ea44
10/5/2020 10:28:41,https://google.qwiklabs.com/public_profiles/57bc3311-dfd8-484f-8a9e-43ea77ba3a34
10/5/2020 11:29:28,https://www.qwiklabs.com/public_profiles/383d2c87-23b5-4c3f-89dd-4e54585f1be3
10/5/2020 12:21:32,https://google.qwiklabs.com/public_profiles/6bed4e02-8010-4f6b-a737-4b746030b510
10/5/2020 13:28:51,https://google.qwiklabs.com/public_profiles/b2e4c3e3-cb31-408e-b4e6-8d1d058bafec
10/5/2020 13:59:24,https://www.qwiklabs.com/public_profiles/4ae428bc-de46-44b8-b343-b120b6cd5b2a
10/5/2020 15:26:57,https://google.qwiklabs.com/public_profiles/843fdc4d-4f2d-4c69-81d6-d879ff6f5904
10/5/2020 16:04:39,https://google.qwiklabs.com/public_profiles/8a95278d-f953-4069-bf1b-791936d66d29
10/5/2020 17:30:15,https://www.qwiklabs.com/public_profiles/d9561cf8-0554-4bef-af1b-04d1cc6d49ca
10/5/2020 17:30:41,https://google.qwiklabs.com/public_profiles/5c414599-899f-458f-9138-842b33529f5d
10/5/2020 17:56:24,https://www.qwiklabs.com/public_profiles/e9796dc2-7842-4c79-a2be-b7acbad9f874
10/5/2020 19:08:54,https://google.qwiklabs.com/public_profiles/3bf83140-949c-4d9d-8f83-e12b0e916d0d
